"county","stateabbr","value","state","region"
"hamblen","TN",4.96383729640734,"tennessee",47063
"hamilton","FL",5.29683094551706,"florida",12047
"hamilton","IA",5.8870015677168,"iowa",19079
"hamilton","IL",6.29085866021956,"illinois",17065
"hamilton","IN",4.13589552562153,"indiana",18057
"hamilton","KS",5.31256827643637,"kansas",20075
"hamilton","NE",4.7990778549589,"nebraska",31081
"hamilton","NY",5.41087378604892,"new york",36041
"hamilton","OH",5.32801874703121,"ohio",39061
"hamilton","TN",5.27154093548531,"tennessee",47065
"hamilton","TX",5.79693169380734,"texas",48193
"hamlin","SD",5.40392027976143,"south dakota",46057
"hampden","MA",5.99864748765777,"massachusetts",25013
"hampshire","MA",4.69927684179983,"massachusetts",25015
"hampshire","WV",5.47554633444006,"west virginia",54027
"hampton city","VA",3.78163365495808,"virginia",51650
"hampton","SC",4.84013492985433,"south carolina",45049
"hancock","GA",5.0235356166153,"georgia",13141
"hancock","IA",5.36910158850532,"iowa",19081
"hancock","IL",6.01883262919492,"illinois",17067
"hancock","IN",4.75204036638255,"indiana",18059
"hancock","KY",4.87386373244709,"kentucky",21091
"hancock","ME",6.3444978162119,"maine",23009
"hancock","MS",5.7376405134914,"mississippi",28045
"hancock","OH",6.30994066303762,"ohio",39063
"hancock","TN",5.87649260833543,"tennessee",47067
"hancock","WV",4.27776134877311,"west virginia",54029
"hand","SD",5.71722813086474,"south dakota",46059
"hanover","VA",4.77749477254358,"virginia",51085
"hansford","TX",5.59707655224215,"texas",48195
"hanson","SD",5.86644090191368,"south dakota",46061
"haralson","GA",5.50908673156751,"georgia",13143
"hardee","FL",4.47085578989787,"florida",12049
"hardeman","TN",5.79785538842137,"tennessee",47069
"hardeman","TX",5.68690629762222,"texas",48197
"hardin","IA",5.39433818975732,"iowa",19083
"hardin","IL",5.40494153097729,"illinois",17069
"hardin","KY",3.99087311299303,"kentucky",21093
"hardin","OH",5.62237354532179,"ohio",39065
"hardin","TN",4.59021868897682,"tennessee",47071
"hardin","TX",5.86798482928559,"texas",48199
"harding","NM",5.09359399676577,"new mexico",35021
"harding","SD",5.02467128428749,"south dakota",46063
"hardy","WV",4.4415354029196,"west virginia",54031
"harford","MD",4.59973196184153,"maryland",24025
"harlan","KY",5.02361137813056,"kentucky",21095
"harlan","NE",4.84823099965484,"nebraska",31083
"harmon","OK",5.20685853211007,"oklahoma",40057
"harnett","NC",4.20182055825985,"north carolina",37085
"harney","OR",4.90753367787314,"oregon",41025
"harper","KS",5.79336567183736,"kansas",20077
"harper","OK",5.11746592545131,"oklahoma",40059
"harris","GA",5.75928570628824,"georgia",13145
"harris","TX",3.12141193512902,"texas",48201
"harrison","IA",6.55302872773152,"iowa",19085
"harrison","IN",4.88977882517058,"indiana",18061
"harrison","KY",4.96508131831112,"kentucky",21097
"harrison","MO",5.06191580456907,"missouri",29081
"harrison","MS",4.72910865168862,"mississippi",28047
"harrison","OH",5.13074726516279,"ohio",39067
"harrison","TX",5.18984269467456,"texas",48203
"harrison","WV",5.47714186503343,"west virginia",54033
"harrisonburg c","VA",4.23845226799843,"virginia",51660
"hart","GA",6.32167047430989,"georgia",13147
"hart","KY",5.03696971952143,"kentucky",21099
"hartford","CT",4.70566449371164,"connecticut",9003
"hartley","TX",5.20709473880347,"texas",48205
"harvey","KS",5.51510238580895,"kansas",20079
"haskell","KS",5.17738223000126,"kansas",20081
"haskell","OK",6.18206344310377,"oklahoma",40061
"haskell","TX",5.86870536873988,"texas",48207
"hawaii","HI",3.65453429551959,"hawaii",15001
"hawkins","TN",3.79544291974064,"tennessee",47073
"hayes","NE",5.05006761768738,"nebraska",31085
"hays","TX",3.6929330716495,"texas",48209
"haywood","NC",4.52093543097725,"north carolina",37087
"haywood","TN",4.77060850587773,"tennessee",47075
"heard","GA",5.02305322373457,"georgia",13149
"hemphill","TX",4.76610246414476,"texas",48211
"hempstead","AR",5.17980327658454,"arkansas",5057
"henderson","IL",4.54835014458401,"illinois",17071
"henderson","KY",4.60713533270661,"kentucky",21101
"henderson","NC",6.99996342085324,"north carolina",37089
"henderson","TN",6.21393728730791,"tennessee",47077
"henderson","TX",5.43900363278581,"texas",48213
"hendricks","IN",4.36688278936429,"indiana",18063
"hendry","FL",4.50222274165854,"florida",12051
"hennepin","MN",5.01394457583162,"minnesota",27053
"henrico","VA",4.82763493445256,"virginia",51087
"henry","AL",4.76411739428797,"alabama",1067
"henry","GA",4.84081093974439,"georgia",13151
"henry","IA",4.75676708520884,"iowa",19087
"henry","IL",5.94306461652965,"illinois",17073
"henry","IN",6.22915517673308,"indiana",18065
"henry","KY",4.87318769153075,"kentucky",21103
"henry","MO",4.96628040140679,"missouri",29083
"henry","OH",4.46059068836909,"ohio",39069
"henry","TN",7.23513170644397,"tennessee",47079
"henry","VA",5.31935901784655,"virginia",51089
"herkimer","NY",5.93395614423331,"new york",36043
"hernando","FL",7.2127241562186,"florida",12053
"hertford","NC",5.62582022137826,"north carolina",37091
"hettinger","ND",4.85401779677527,"north dakota",38041
"hickman","KY",5.71609358443605,"kentucky",21105
"hickman","TN",6.2699824873007,"tennessee",47081
"hickory","MO",5.55009419432684,"missouri",29085
"hidalgo","NM",5.61003257819449,"new mexico",35023
"hidalgo","TX",2.59111882163068,"texas",48215
"highland","OH",4.22510172194604,"ohio",39071
"highland","VA",5.92564820610755,"virginia",51091
"highlands","FL",6.04346170590858,"florida",12055
"hill","MT",4.37093599121318,"montana",30041
"hill","TX",5.92370623080573,"texas",48217
"hillsborough","FL",4.42492863620485,"florida",12057
"hillsborough","NH",4.11852105234014,"new hampshire",33011
"hillsdale","MI",5.04822886064421,"michigan",26059
"hinds","MS",4.77730048962436,"mississippi",28049
"hinsdale","CO",5.16639338993021,"colorado",8053
"hitchcock","NE",4.84380612366692,"nebraska",31087
"hocking","OH",4.66199010583767,"ohio",39073
"hockley","TX",4.20407567316136,"texas",48219
"hodgeman","KS",4.99081810550495,"kansas",20083
"hoke","NC",4.4748794341247,"north carolina",37093
"holmes","FL",4.44877022649753,"florida",12059
"holmes","MS",5.64363050323091,"mississippi",28051
"holmes","OH",4.98577250797774,"ohio",39075
"holt","MO",4.99953944126137,"missouri",29087
"holt","NE",5.06822359557861,"nebraska",31089
"honolulu","HI",3.28963628551517,"hawaii",15003
"hood river","OR",5.4031311398501,"oregon",41027
"hood","TX",4.46949632601862,"texas",48221
"hooker","NE",5.09740612225569,"nebraska",31091
"hopewell city","VA",5.05724829321859,"virginia",51670
"hopkins","KY",4.81542184024617,"kentucky",21107
"hopkins","TX",5.81833594629538,"texas",48223
"horry","SC",6.84127652366897,"south carolina",45051
"hot spring","AR",4.46995291995625,"arkansas",5059
"hot springs","WY",5.34701938707636,"wyoming",56017
"houghton","MI",6.40512638733703,"michigan",26061
"houston","AL",4.33206462433319,"alabama",1069
"houston","GA",4.10424669858955,"georgia",13153
"houston","MN",6.25983204528492,"minnesota",27055
"houston","TN",5.2606379411773,"tennessee",47083
"houston","TX",5.6949295657585,"texas",48225
"howard","AR",4.97714399782234,"arkansas",5061
"howard","IA",5.27695274897875,"iowa",19089
"howard","IN",4.33307697802042,"indiana",18067
"howard","MD",4.09341961982144,"maryland",24027
"howard","MO",5.98115173388546,"missouri",29089
"howard","NE",4.97437821898614,"nebraska",31093
"howard","TX",4.62472241687464,"texas",48227
"howell","MO",6.4695170138075,"missouri",29091
"hubbard","MN",5.81861096007191,"minnesota",27057
"hudson","NJ",4.75322719882196,"new jersey",34017
"hudspeth","TX",4.93584335251594,"texas",48229
"huerfano","CO",4.6802177122526,"colorado",8055
"hughes","OK",4.37268463105016,"oklahoma",40063
"hughes","SD",5.64434604977503,"south dakota",46065
"humboldt","CA",5.32587173914514,"california",6023
"humboldt","IA",5.19886822590848,"iowa",19091
"humboldt","NV",4.68013849218714,"nevada",32013
"humphreys","MS",5.15427057199781,"mississippi",28053
"humphreys","TN",5.20808404931787,"tennessee",47085
"hunt","TX",3.99121704037965,"texas",48231
"hunterdon","NJ",4.92391911204346,"new jersey",34019
"huntingdon","PA",6.02068241572278,"pennsylvania",42061
"huntington","IN",5.47036476298155,"indiana",18069
"huron","MI",6.86016632100829,"michigan",26063
"huron","OH",5.44941467685624,"ohio",39077
"hutchinson","SD",4.82697756283215,"south dakota",46067
"hutchinson","TX",5.90570696690989,"texas",48233
"hyde","NC",5.18466546834135,"north carolina",37095
"hyde","SD",5.66652511840189,"south dakota",46069
"iberia","LA",4.56490258271516,"louisiana",22045
"iberville","LA",5.59557516690634,"louisiana",22047
"ida","IA",5.72339807913367,"iowa",19093
"idaho","ID",5.26769183770368,"idaho",16049
"imperial","CA",4.32831383317269,"california",6025
"independence","AR",5.02294791406988,"arkansas",5063
"indian river","FL",5.91008939737869,"florida",12061
"indiana","PA",4.53984327968554,"pennsylvania",42063
"ingham","MI",3.07179228649017,"michigan",26065
"inyo","CA",4.61838941489762,"california",6027
"ionia","MI",5.29088440029346,"michigan",26067
"iosco","MI",5.52587733771863,"michigan",26069
"iowa","IA",5.23966261247133,"iowa",19095
"iowa","WI",5.12917079859114,"wisconsin",55049
"iredell","NC",5.15760131729916,"north carolina",37097
"irion","TX",5.04301505420231,"texas",48235
"iron","MI",5.91673538890384,"michigan",26071
"iron","MO",5.28661089865806,"missouri",29093
"iron","UT",4.97206188091098,"utah",49021
"iron","WI",4.98370265604536,"wisconsin",55051
"iroquois","IL",4.94795658093109,"illinois",17075
"irwin","GA",5.02210981204596,"georgia",13155
"isabella","MI",4.27923478411426,"michigan",26073
"isanti","MN",4.38882804626095,"minnesota",27059
"island","WA",5.10756812086042,"washington",53029
"isle of wight","VA",4.96676932601328,"virginia",51093
"issaquena","MS",5.09557399345683,"mississippi",28055
"itasca","MN",7.27603170602064,"minnesota",27061
"itawamba","MS",5.24433090835865,"mississippi",28057
"izard","AR",5.54291583418111,"arkansas",5065
"jack","TX",4.60762724277775,"texas",48237
"jackson","AL",5.40258489234768,"alabama",1071
"jackson","AR",5.09443874472266,"arkansas",5067
"jackson","CO",5.0082423948732,"colorado",8057
"jackson","FL",4.59964571178646,"florida",12063
"jackson","GA",4.62876758922556,"georgia",13157
"jackson","IA",5.06078530203903,"iowa",19097
"jackson","IL",5.26360317806513,"illinois",17077
"jackson","IN",6.18654940067066,"indiana",18071
"jackson","KS",5.53868781834734,"kansas",20085
"jackson","KY",5.41567157505953,"kentucky",21109
"jackson","LA",5.46891426521008,"louisiana",22049
"jackson","MI",4.69011056670153,"michigan",26075
"jackson","MN",5.36126889889372,"minnesota",27063
"jackson","MO",6.03810207035413,"missouri",29095
"jackson","MS",4.06492339604082,"mississippi",28059
"jackson","NC",4.96055736503032,"north carolina",37099
"jackson","OH",5.75049653094031,"ohio",39079
"jackson","OK",4.49654579438744,"oklahoma",40065
"jackson","OR",4.3353001597207,"oregon",41029
"jackson","SD",5.01707885168516,"south dakota",46071
"jackson","TN",4.4853219481951,"tennessee",47087
"jackson","TX",5.6964938809354,"texas",48239
"jackson","WI",5.91409867923592,"wisconsin",55053
"jackson","WV",5.26206197868479,"west virginia",54035
"james city","VA",6.32242420336132,"virginia",51095
"jasper","GA",5.12551237251785,"georgia",13159
"jasper","IA",5.64794203129505,"iowa",19099
"jasper","IL",4.95652300824382,"illinois",17079
"jasper","IN",5.76624270906953,"indiana",18073
"jasper","MO",5.87016853079413,"missouri",29097
"jasper","MS",5.70120090121474,"mississippi",28061
"jasper","SC",4.66946940272757,"south carolina",45053
"jasper","TX",5.55023600147256,"texas",48241
"jay","IN",5.29116580195491,"indiana",18075
"jeff davis","GA",4.44096093165382,"georgia",13161
"jeff davis","TX",5.03748615696071,"texas",48243
"jefferson davi","LA",5.74798360065046,"louisiana",22053
"jefferson davi","MS",5.58773595084692,"mississippi",28065
"jefferson","AL",5.36765506354625,"alabama",1073
"jefferson","AR",5.90686333159916,"arkansas",5069
"jefferson","CO",3.13654437684569,"colorado",8059
"jefferson","FL",5.02395164443533,"florida",12065
"jefferson","GA",4.87698588446425,"georgia",13163
"jefferson","IA",5.685629621144,"iowa",19101
"jefferson","ID",4.33998909832484,"idaho",16051
"jefferson","IL",5.20295893861699,"illinois",17081
"jefferson","IN",5.31377496806536,"indiana",18077
"jefferson","KS",5.20026447120641,"kansas",20087
"jefferson","KY",5.80679185095814,"kentucky",21111
"jefferson","LA",5.29480357614797,"louisiana",22051
"jefferson","MO",4.83015923448371,"missouri",29099
"jefferson","MS",5.71924984146631,"mississippi",28063
"jefferson","MT",4.58892979427063,"montana",30043
"jefferson","NE",5.07039871807494,"nebraska",31095
"jefferson","NY",5.10790279832222,"new york",36045
"jefferson","OH",4.8988132701772,"ohio",39081
"jefferson","OK",5.49983643443803,"oklahoma",40067
"jefferson","OR",5.28701431452169,"oregon",41031
"jefferson","PA",4.64555669415608,"pennsylvania",42065
"jefferson","TN",4.52217613320584,"tennessee",47089
"jefferson","TX",6.40958855899924,"texas",48245
"jefferson","WA",5.87948921618965,"washington",53031
"jefferson","WI",4.23969713753053,"wisconsin",55055
"jefferson","WV",4.60742486880146,"west virginia",54037
"jenkins","GA",5.09329591963386,"georgia",13165
"jennings","IN",4.71514137363331,"indiana",18079
"jerauld","SD",4.95071117493063,"south dakota",46073
"jerome","ID",4.66658754955866,"idaho",16053
"jersey","IL",5.13595460389073,"illinois",17083
"jessamine","KY",4.29931255959707,"kentucky",21113
"jewell","KS",5.11659966107404,"kansas",20089
"jim hogg","TX",5.7041006880346,"texas",48247
"jim wells","TX",4.77959991089818,"texas",48249
"jo daviess","IL",5.70707645950672,"illinois",17085
"johnson","AR",6.37403602637496,"arkansas",5071
"johnson","GA",5.65172573150449,"georgia",13167
"johnson","IA",4.13777706684282,"iowa",19103
"johnson","IL",5.28122073413161,"illinois",17087
"johnson","IN",4.69951026540292,"indiana",18081
"johnson","KS",5.08578912798363,"kansas",20091
"johnson","KY",5.12077962279848,"kentucky",21115
"johnson","MO",4.8500010954348,"missouri",29101
"johnson","NE",5.39100561687425,"nebraska",31097
"johnson","TN",6.13337080351857,"tennessee",47091
"johnson","TX",4.35613780720077,"texas",48251
"johnson","WY",5.55976037324526,"wyoming",56019
"johnston","NC",4.61692402536922,"north carolina",37101
"johnston","OK",4.82310195462546,"oklahoma",40069
"jones","GA",5.0452606095841,"georgia",13169
"jones","IA",5.89846603502688,"iowa",19105
"jones","MS",4.98354011596003,"mississippi",28067
"jones","NC",5.66518564925309,"north carolina",37103
"jones","SD",5.3680838358882,"south dakota",46075
"jones","TX",5.6232948301262,"texas",48253
"josephine","OR",5.73419808266258,"oregon",41033
"juab","UT",4.71266661599934,"utah",49023
"judith basin","MT",4.95123533812422,"montana",30045
"juneau","WI",5.33111912261845,"wisconsin",55057
"juniata","PA",4.66641946433107,"pennsylvania",42067
"kalamazoo","MI",5.11641162625749,"michigan",26077
"kalkaska","MI",4.58171907579599,"michigan",26079
"kanabec","MN",4.84228088782217,"minnesota",27065
"kanawha","WV",5.7127932276258,"west virginia",54039
"kandiyohi","MN",4.45024198780411,"minnesota",27067
"kane","IL",3.88617951131734,"illinois",17089
"kane","UT",4.80690645747809,"utah",49025
"kankakee","IL",3.62291495673763,"illinois",17091
"karnes","TX",4.84060659086458,"texas",48255
"kauai","HI",4.91837630256819,"hawaii",15007
"kaufman","TX",4.21034675278052,"texas",48257
"kay","OK",6.41559370986643,"oklahoma",40071
"kearney","NE",4.65006738899296,"nebraska",31099
"kearny","KS",5.19128269197378,"kansas",20093
"keith","NE",5.1019388796448,"nebraska",31101
"kemper","MS",5.77561843585236,"mississippi",28069
"kendall","IL",4.62902807381179,"illinois",17093
"kendall","TX",4.58754649046219,"texas",48259
"kenedy","TX",5.12576067278034,"texas",48261
"kennebec","ME",5.3450674250064,"maine",23011
"kenosha","WI",5.44191572439192,"wisconsin",55059
"kent","DE",3.61064322396538,"delaware",10001
"kent","MD",5.35101088064943,"maryland",24029
"kent","MI",4.23980362210435,"michigan",26081
"kent","RI",6.19860107924056,"rhode island",44003
"kent","TX",5.39495178345638,"texas",48263
"kenton","KY",4.48735334183522,"kentucky",21117
"keokuk","IA",4.86359419260885,"iowa",19107
"kern","CA",4.27438759172606,"california",6029
"kerr","TX",5.87129032481736,"texas",48265
"kershaw","SC",4.19486833066586,"south carolina",45055
"kewaunee","WI",4.89324970177381,"wisconsin",55061
"keweenaw","MI",5.33791211410606,"michigan",26083
"keya paha","NE",5.08270168222428,"nebraska",31103
"kidder","ND",4.88680990843124,"north dakota",38043
"kimball","NE",5.09344236829907,"nebraska",31105
"kimble","TX",5.48417589371011,"texas",48267
"king and queen","VA",5.53090084140145,"virginia",51097
"king george","VA",5.67026215540824,"virginia",51099
"king william","VA",5.28621871474407,"virginia",51101
"king","TX",5.14637650989223,"texas",48269
"king","WA",4.26620099804729,"washington",53033
"kingfisher","OK",4.74850044043603,"oklahoma",40073
"kingman","KS",5.11787620024893,"kansas",20095
"kings","CA",3.9888315267004,"california",6031
"kings","NY",5.32993180491571,"new york",36047
"kingsbury","SD",5.31162614364997,"south dakota",46077
"kinney","TX",4.92950412277907,"texas",48271
"kiowa","CO",5.36029467225857,"colorado",8061
"kiowa","KS",4.86350246532518,"kansas",20097
"kiowa","OK",6.97464404704069,"oklahoma",40075
"kit carson","CO",5.78811262112081,"colorado",8063
"kitsap","WA",4.88588200859272,"washington",53035
"kittitas","WA",4.39746580385377,"washington",53037
"kittson","MN",5.92127658403251,"minnesota",27069
"klamath","OR",4.78033841403836,"oregon",41035
"kleberg","TX",4.68905567885594,"texas",48273
"klickitat","WA",4.90993578907543,"washington",53039
"knott","KY",4.76058941219403,"kentucky",21119
"knox","IL",5.02359263992458,"illinois",17095
"knox","IN",5.52115381217691,"indiana",18083
"knox","KY",5.06684738955399,"kentucky",21121
"knox","ME",5.9169061211211,"maine",23013
"knox","MO",5.41380321864125,"missouri",29103
"knox","NE",5.59051614274513,"nebraska",31107
"knox","OH",5.83226609056864,"ohio",39083
"knox","TN",5.09023867723723,"tennessee",47093
"knox","TX",5.73563498070066,"texas",48275
"koochiching","MN",5.3830618421875,"minnesota",27071
"kootenai","ID",4.49688674713964,"idaho",16055
"kosciusko","IN",4.9176624244204,"indiana",18085
"kossuth","IA",5.38944746383585,"iowa",19109
"la crosse","WI",5.47706357678715,"wisconsin",55063
"la moure","ND",5.61924349530342,"north dakota",38045
"la plata","CO",4.60981711497844,"colorado",8067
"la porte","IN",6.1866545321261,"indiana",18091
"la salle","IL",7.60914544358686,"illinois",17099
"la salle","LA",5.29892304278524,"louisiana",22059
"la salle","TX",5.05624056044438,"texas",48283
"labette","KS",5.2165362999761,"kansas",20099
"lac qui parle","MN",5.31543936885782,"minnesota",27073
"lackawanna","PA",7.70466854996859,"pennsylvania",42069
"laclede","MO",4.38700641486864,"missouri",29105
"lafayette","AR",5.01802460950303,"arkansas",5073
"lafayette","FL",4.84557827985789,"florida",12067
"lafayette","LA",3.72089696105576,"louisiana",22055
"lafayette","MO",5.74794141209232,"missouri",29107
"lafayette","MS",5.20877281738494,"mississippi",28071
"lafayette","WI",6.12650806696457,"wisconsin",55065
"lafourche","LA",3.80629522324203,"louisiana",22057
"lagrange","IN",5.42641425542072,"indiana",18087
"lake of the wo","MN",5.50257475657258,"minnesota",27077
"lake","CA",7.66593452918379,"california",6033
"lake","CO",4.90688045995129,"colorado",8065
"lake","FL",6.43999915265001,"florida",12069
"lake","IL",3.90438475525827,"illinois",17097
"lake","IN",4.85394317467725,"indiana",18089
"lake","MI",5.24209981261065,"michigan",26085
"lake","MN",4.90448116479649,"minnesota",27075
"lake","MT",6.44173644786777,"montana",30047
"lake","OH",4.12671382693542,"ohio",39085
"lake","OR",5.19632609411026,"oregon",41037
"lake","SD",6.13265279530395,"south dakota",46079
"lake","TN",5.91807860216056,"tennessee",47095
"lamar","AL",5.83875823695954,"alabama",1075
"lamar","GA",4.5692201957316,"georgia",13171
"lamar","MS",3.68933606287426,"mississippi",28073
"lamar","TX",6.2297814200269,"texas",48277
"lamb","TX",4.88229995260912,"texas",48279
"lamoille","VT",5.30385748495369,"vermont",50015
"lampasas","TX",5.4328587441082,"texas",48281
"lancaster","NE",4.62729099265639,"nebraska",31109
"lancaster","PA",5.04724638138236,"pennsylvania",42071
"lancaster","SC",4.72955062063636,"south carolina",45057
"lancaster","VA",5.28281294421524,"virginia",51103
"lander","NV",5.09337781712237,"nevada",32015
"lane","KS",4.96796588045731,"kansas",20101
"lane","OR",4.13726690472836,"oregon",41039
"langlade","WI",5.71453997461682,"wisconsin",55067
"lanier","GA",4.82885462461579,"georgia",13173
"lapeer","MI",4.10480928801842,"michigan",26087
"laramie","WY",5.02295008692598,"wyoming",56021
"larimer","CO",3.75446069258098,"colorado",8069
"larue","KY",4.38453007272967,"kentucky",21123
"las animas","CO",5.0312178820285,"colorado",8071
"lassen","CA",5.59088092519421,"california",6035
"latah","ID",4.10836379271852,"idaho",16057
"latimer","OK",5.41562856192103,"oklahoma",40077
"lauderdale","AL",4.41026112261221,"alabama",1077
"lauderdale","MS",5.21056268255635,"mississippi",28075
"lauderdale","TN",5.13637283447004,"tennessee",47097
"laurel","KY",3.89253518026416,"kentucky",21125
"laurens","GA",4.82056793588139,"georgia",13175
"laurens","SC",6.05139681575756,"south carolina",45059
"lavaca","TX",6.1070921587384,"texas",48285
"lawrence","AL",5.08368098567523,"alabama",1079
"lawrence","AR",5.32921727397562,"arkansas",5075
"lawrence","IL",6.1775324747297,"illinois",17101
"lawrence","IN",5.0921300879535,"indiana",18093
"lawrence","KY",5.27734731255831,"kentucky",21127
"lawrence","MO",5.10186360704208,"missouri",29109
"lawrence","MS",5.11936597139751,"mississippi",28077
"lawrence","OH",5.32477049046251,"ohio",39087
"lawrence","PA",5.65441197370643,"pennsylvania",42073
"lawrence","SD",5.22311471395535,"south dakota",46081
"lawrence","TN",5.06087878066725,"tennessee",47099
"le flore","OK",5.11644843724404,"oklahoma",40079
"le sueur","MN",5.89586327948001,"minnesota",27079
"lea","NM",3.98635315774404,"new mexico",35025
"leake","MS",4.37785754344282,"mississippi",28079
"leavenworth","KS",4.78564763887807,"kansas",20103
"lebanon","PA",5.23379017994095,"pennsylvania",42075
"lee","AL",4.6794051315667,"alabama",1081
"lee","AR",5.59374712334894,"arkansas",5077
"lee","FL",7.74435934284871,"florida",12071
"lee","GA",4.37328858509995,"georgia",13177
"lee","IA",6.40015711568557,"iowa",19111
"lee","IL",4.19611832865647,"illinois",17103
"lee","KY",6.10692297366381,"kentucky",21129
"lee","MS",5.36454712413334,"mississippi",28081
"lee","NC",7.08111286653605,"north carolina",37105
"lee","SC",5.24979116514019,"south carolina",45061
"lee","TX",5.47228617867068,"texas",48287
"lee","VA",4.62513532746309,"virginia",51105
"leelanau","MI",4.96289659496164,"michigan",26089
"leflore","MS",5.19775604943325,"mississippi",28083
"lehigh","PA",5.79471138907403,"pennsylvania",42077
"lemhi","ID",5.50060034511372,"idaho",16059
"lenawee","MI",3.94474800706609,"michigan",26091
"lenoir","NC",5.1793407189302,"north carolina",37107
"leon","FL",3.37498877740257,"florida",12073
"leon","TX",5.61107894674433,"texas",48289
"leslie","KY",4.4208102199598,"kentucky",21131
"letcher","KY",4.86322679436874,"kentucky",21133
"levy","FL",5.46599721975762,"florida",12075
"lewis and clar","MT",5.12373933937026,"montana",30049
"lewis","ID",5.81320273083583,"idaho",16061
"lewis","KY",4.1848513555882,"kentucky",21135
"lewis","MO",5.31881852196334,"missouri",29111
"lewis","NY",5.06771469185159,"new york",36049
"lewis","TN",5.35602201613414,"tennessee",47101
"lewis","WA",5.81284057292331,"washington",53041
"lewis","WV",6.04506741206329,"west virginia",54041
"lexington city","VA",4.89812241479115,"virginia",51678
"lexington","SC",5.36342026524965,"south carolina",45063
"liberty","FL",5.45891413461024,"florida",12077
"liberty","GA",3.62971541436899,"georgia",13179
"liberty","MT",5.31794876996601,"montana",30051
"liberty","TX",5.64569539176244,"texas",48291
"licking","OH",4.43620170362574,"ohio",39089
"limestone","AL",5.03693865423345,"alabama",1083
"limestone","TX",5.43097999883435,"texas",48293
"lincoln","AR",5.06039061121302,"arkansas",5079
"lincoln","CO",5.44011762641656,"colorado",8073
"lincoln","GA",5.16215298751122,"georgia",13181
"lincoln","ID",5.5266981189219,"idaho",16063
"lincoln","KS",5.18699396327407,"kansas",20105
"lincoln","KY",4.72150681039375,"kentucky",21137
"lincoln","LA",5.02257656959162,"louisiana",22061
"lincoln","ME",5.65788949956124,"maine",23015
"lincoln","MN",5.21479012309944,"minnesota",27081
"lincoln","MO",4.88092559537221,"missouri",29113
"lincoln","MS",5.04485235179854,"mississippi",28085
"lincoln","MT",5.28095091551361,"montana",30053
"lincoln","NC",6.29520220206923,"north carolina",37109
"lincoln","NE",5.26730829519432,"nebraska",31111
"lincoln","NM",5.15103437540042,"new mexico",35027
"lincoln","NV",5.19785158816322,"nevada",32017
"lincoln","OK",5.69547062990524,"oklahoma",40081
"lincoln","OR",6.87896130858498,"oregon",41041
"lincoln","SD",6.06512297579769,"south dakota",46083
"lincoln","TN",4.89458302630825,"tennessee",47103
"lincoln","WA",4.79105704266274,"washington",53043
"lincoln","WI",5.67483646498299,"wisconsin",55069
"lincoln","WV",4.46345909367687,"west virginia",54043
"lincoln","WY",4.75308618680487,"wyoming",56023
"linn","IA",4.38439129452204,"iowa",19113
"linn","KS",5.47302892421512,"kansas",20107
"linn","MO",6.39712176821669,"missouri",29115
"linn","OR",5.54519685933748,"oregon",41043
"lipscomb","TX",5.2009496007157,"texas",48295
"litchfield","CT",5.67680981653547,"connecticut",9005
"little river","AR",4.98119295293612,"arkansas",5081
"live oak","TX",5.32598610418518,"texas",48297
"livingston","IL",5.64033481440516,"illinois",17105
"livingston","KY",5.06640166837705,"kentucky",21139
"livingston","LA",3.52198251329601,"louisiana",22063
"livingston","MI",4.48267046413758,"michigan",26093
"livingston","MO",4.74617071033107,"missouri",29117
"livingston","NY",3.90740264627084,"new york",36051
"llano","TX",6.39196685413683,"texas",48299
"logan","AR",4.64396803647926,"arkansas",5083
"logan","CO",5.46311583822767,"colorado",8075
"logan","IL",4.39396290198448,"illinois",17107
"logan","KS",5.22134273433737,"kansas",20109
"logan","KY",5.7690346190977,"kentucky",21141
"logan","ND",4.92600513499551,"north dakota",38047
"logan","NE",5.09046720994154,"nebraska",31113
"logan","OH",5.22181367981756,"ohio",39091
"logan","OK",4.65402587922571,"oklahoma",40083
"logan","WV",4.65101124295378,"west virginia",54045
"long","GA",4.84031140149959,"georgia",13183
"lonoke","AR",6.21887361812966,"arkansas",5085
"lorain","OH",5.94293989244375,"ohio",39093
"los alamos","NM",5.0320064107692,"new mexico",35028
"los angeles","CA",3.91684972411971,"california",6037
"loudon","TN",6.91376188273619,"tennessee",47105
"loudoun","VA",3.72253650494971,"virginia",51107
"louisa","IA",5.15773002474959,"iowa",19115
"louisa","VA",6.42017333174346,"virginia",51109
"loup","NE",5.10754423112802,"nebraska",31115
"love","OK",4.9432034563003,"oklahoma",40085
"loving","TX",5.16322626382152,"texas",48301
"lowndes","AL",4.93204618088675,"alabama",1085
"lowndes","GA",4.87969694617703,"georgia",13185
"lowndes","MS",4.45122679362504,"mississippi",28087
"lubbock","TX",4.01477675180751,"texas",48303
"lucas","IA",5.06902638082189,"iowa",19117
"lucas","OH",4.56309157266818,"ohio",39095
"luce","MI",6.25834337780418,"michigan",26095
"lumpkin","GA",5.44658062852938,"georgia",13187
"luna","NM",5.42314606018645,"new mexico",35029
"lunenburg","VA",5.52908250898409,"virginia",51111
"luzerne","PA",6.22372452596864,"pennsylvania",42079
"lycoming","PA",5.71217496082974,"pennsylvania",42081
"lyman","SD",4.94131402959231,"south dakota",46085
"lynchburg city","VA",5.23107378600109,"virginia",51680
"lynn","TX",4.92964713967841,"texas",48305
